PGM_SYS_ID,ENTERED_YEAR,EARLIEST_PROGRAM_BEGIN_YEAR,lag_years
020000003400300158,2015,2014,1
020000003400300161,2015,2014,1
020000003400300162,2015,2014,1
020000003400300164,2015,2014,1
020000003400300168,2015,2014,1
020000003400300169,2015,2014,1
020000003400300170,2015,2014,1
020000003400300175,2015,2014,1
020000003400300182,2015,2014,1
020000003400300183,2015,2014,1
020000003400300188,2015,2014,1
020000003400300189,2015,2014,1
020000003400300190,2015,2014,1
020000003400300192,2015,2014,1
020000003400300193,2015,2014,1
020000003400300194,2015,2014,1
020000003400300196,2015,2014,1
020000003400300203,2015,2014,1
020000003400300206,2015,2014,1
020000003400300209,2015,2014,1
020000003400300211,2015,2014,1
020000003400300213,2015,2014,1
020000003400300214,2015,2014,1
020000003400300216,2015,2014,1
020000003400300217,2015,2014,1
020000003400300220,2015,2014,1
020000003400300221,2015,2014,1
020000003400300222,2015,2014,1
020000003400300227,2015,2014,1
020000003400300229,2015,2014,1
020000003400300230,2015,2014,1
020000003400300234,2015,2014,1
020000003400300236,2015,2014,1
020000003400300246,2015,2014,1
020000003400300268,2015,2014,1
020000003400300293,2015,2014,1
020000003400300295,2015,2014,1
020000003400300296,2015,2014,1
020000003400300297,2015,2014,1
020000003400300298,2015,2014,1
020000003400300299,2015,2014,1
020000003400300300,2015,2014,1
020000003400300301,2015,2014,1
020000003400300302,2015,2014,1
020000003400300308,2015,2014,1
020000003400300310,2015,2014,1
020000003400300313,2015,2014,1
020000003400300323,2015,2014,1
020000003400300365,2015,2014,1
020000003400300368,2015,2014,1
020000003400300369,2015,2014,1
020000003400300370,2015,2014,1
020000003400300371,2015,2014,1
020000003400300372,2015,2014,1
020000003400300374,2015,2014,1
020000003400300375,2015,2014,1
020000003400300376,2015,2014,1
020000003400300377,2015,2014,1
020000003400300379,2015,2014,1
020000003400300380,2015,2014,1
020000003400300381,2015,2014,1
020000003400300382,2015,2014,1
020000003400300388,2015,2014,1
020000003400300391,2015,2014,1
020000003400300444,2015,2014,1
020000003400300445,2015,2014,1
020000003400300453,2015,2014,1
020000003400300454,2015,2014,1
020000003400300455,2015,2014,1
020000003400300456,2015,2014,1
020000003400300462,2015,2014,1
020000003400300497,2015,2014,1
020000003400300498,2015,2014,1
020000003400300499,2015,2014,1
020000003400300500,2015,2014,1
020000003400300502,2015,2014,1
020000003400300503,2015,2014,1
020000003400301116,2015,2014,1
020000003400301121,2015,2014,1
020000003400301122,2015,2014,1
020000003400301123,2015,2014,1
020000003400301333,2015,2014,1
020000003400301691,2015,2014,1
020000003400302060,2015,2014,1
020000003400302491,2015,2014,1
020000003400302500,2015,2014,1
020000003400302657,2015,2014,1
020000003400303105,2015,2014,1
020000003400309989,2015,2014,1
020000003400309990,2015,2014,1
020000003400309993,2015,2014,1
020000003400309995,2015,2014,1
020000003400309996,2015,2014,1
020000003400309998,2015,2014,1
020000003400310001,2015,2014,1
020000003400310332,2015,2014,1
020000003400310333,2015,2014,1
020000003400311112,2015,2014,1
020000003400311113,2015,2014,1
020000003400315664,2015,2014,1
020000003400315667,2015,2014,1
020000003400315670,2015,2014,1
020000003400315671,2015,2014,1
020000003400315678,2015,2014,1
020000003400315688,2015,2014,1
020000003400315692,2015,2014,1
020000003400315694,2015,2014,1
020000003400315695,2015,2014,1
020000003400315696,2015,2014,1
020000003400315704,2015,2014,1
020000003400315722,2015,2014,1
020000003400315725,2015,2014,1
020000003400315729,2015,2014,1
020000003400315761,2015,2014,1
020000003400315776,2015,2014,1
020000003400315794,2015,2014,1
020000003400315799,2015,2014,1
020000003400315800,2015,2014,1
020000003400315801,2015,2014,1
020000003400323476,2015,2014,1
020000003400331748,2015,2014,1
020000003400332455,2015,2014,1
020000003400332574,2015,2014,1
020000003400335487,2015,2014,1
020000003400336875,2015,2014,1
020000003400340000,2015,2014,1
020000003400340001,2015,2014,1
020000003400353213,2015,2014,1
020000003400356005,2015,2014,1
020000003400356432,2015,2014,1
020000003400356439,2015,2014,1
020000003400357462,2015,2014,1
020000003400363543,2015,2014,1
020000003400365417,2015,2014,1
020000003400380000,2015,2014,1
020000003400380001,2015,2014,1
020000003400380002,2015,2014,1
020000003400380003,2015,2014,1
020000003400380004,2015,2014,1
020000003400380005,2015,2014,1
020000003400380006,2015,2014,1
020000003400380007,2015,2014,1
020000003400380008,2015,2014,1
020000003400380009,2015,2014,1
020000003400380010,2015,2014,1
020000003400380011,2015,2014,1
020000003400380013,2015,2014,1
020000003400380014,2015,2014,1
020000003400380015,2015,2014,1
020000003400380016,2015,2014,1
020000003400380017,2015,2014,1
020000003400380018,2015,2014,1
020000003400380020,2015,2014,1
020000003400380021,2015,2014,1
020000003400380022,2015,2014,1
020000003400380024,2015,2014,1
020000003400380026,2015,2014,1
020000003400380027,2015,2014,1
020000003400380028,2015,2014,1
020000003400380029,2015,2014,1
020000003400380031,2015,2014,1
020000003400380032,2015,2014,1
020000003400380033,2015,2014,1
020000003400380034,2015,2014,1
020000003400380035,2015,2014,1
020000003400380036,2015,2014,1
020000003400380038,2015,2014,1
020000003400380039,2015,2014,1
020000003400380040,2015,2014,1
020000003400380041,2015,2014,1
020000003400380043,2015,2014,1
020000003400380044,2015,2014,1
020000003400380045,2015,2014,1
020000003400380046,2015,2014,1
020000003400380048,2015,2014,1
020000003400380049,2015,2014,1
020000003400380051,2015,2014,1
020000003400380052,2015,2014,1
020000003400380053,2015,2014,1
020000003400380054,2015,2014,1
020000003400380055,2015,2014,1
020000003400390000,2015,2014,1
020000003400390001,2015,2014,1
020000003400390002,2015,2014,1
020000003400390003,2015,2014,1
020000003400390004,2015,2014,1
020000003400390005,2015,2014,1
020000003400390006,2015,2014,1
020000003400390007,2015,2014,1
020000003400390008,2015,2014,1
020000003400390009,2015,2014,1
020000003400390010,2015,2014,1
020000003400390011,2015,2014,1
020000003400390012,2015,2014,1
020000003400390013,2015,2014,1
020000003400390014,2015,2014,1
020000003400390015,2015,2014,1
020000003400390016,2015,2014,1
020000003400390017,2015,2014,1
020000003400390018,2015,2014,1
020000003400390019,2015,2014,1
020000003400390020,2015,2014,1
020000003400390021,2015,2014,1
020000003400390022,2015,2014,1
020000003400390023,2015,2014,1
020000003400390024,2015,2014,1
020000003400390025,2015,2014,1
020000003400390026,2015,2014,1
020000003400390027,2015,2014,1
020000003400390028,2015,2014,1
020000003400390029,2015,2014,1
020000003400390030,2015,2014,1
020000003400390031,2015,2014,1
020000003400390032,2015,2014,1
020000003400390033,2015,2014,1
020000003400390034,2015,2014,1
020000003400390035,2015,2014,1
020000003400390036,2015,2014,1
020000003400390037,2015,2014,1
020000003400390038,2015,2014,1
020000003400390039,2015,2014,1
020000003400390040,2015,2014,1
020000003400390041,2015,2014,1
020000003400390042,2015,2014,1
020000003400390043,2015,2014,1
020000003400390044,2015,2014,1
020000003400390045,2015,2014,1
020000003400390046,2015,2014,1
020000003400390047,2015,2014,1
020000003400390048,2015,2014,1
020000003400390049,2015,2014,1
020000003400390050,2015,2014,1
020000003400390051,2015,2014,1
020000003400390052,2015,2014,1
020000003400390053,2015,2014,1
020000003400390054,2015,2014,1
020000003400390055,2015,2014,1
020000003400390056,2015,2014,1
020000003400390057,2015,2014,1
020000003400390058,2015,2014,1
020000003400390059,2015,2014,1
020000003400390060,2015,2014,1
020000003400390061,2015,2014,1
020000003400390062,2015,2014,1
020000003400390063,2015,2014,1
020000003400390064,2015,2014,1
020000003400390065,2015,2014,1
020000003400390066,2015,2014,1
020000003400390067,2015,2014,1
020000003400390068,2015,2014,1
020000003400390069,2015,2014,1
020000003400390070,2015,2014,1
020000003400390071,2015,2014,1
020000003400390072,2015,2014,1
020000003400390073,2015,2014,1
020000003400390074,2015,2014,1
020000003400396744,2015,2014,1
020000003400398889,2015,2014,1
020000003400399987,2015,2014,1
020000003400399988,2015,2014,1
020000003400399990,2015,2014,1
020000003400500004,2015,2014,1
020000003400500012,2015,2014,1
020000003400500024,2015,2014,1
020000003400500026,2015,2014,1
020000003400500027,2015,2014,1
020000003400500028,2015,2014,1
020000003400500029,2015,2014,1
020000003400500030,2015,2014,1
020000003400500031,2015,2014,1
020000003400500032,2015,2014,1
020000003400500039,2015,2014,1
020000003400500043,2015,2014,1
020000003400500066,2015,2014,1
020000003400500071,2015,2014,1
020000003400500072,2015,2014,1
020000003400500073,2015,2014,1
020000003400500084,2015,2014,1
020000003400500085,2015,2014,1
020000003400500087,2015,2014,1
020000003400500097,2015,2014,1
020000003400500100,2015,2014,1
020000003400500101,2015,2014,1
020000003400500103,2015,2014,1
020000003400500105,2015,2014,1
020000003400500112,2015,2014,1
020000003400500127,2015,2014,1
020000003400500129,2015,2014,1
020000003400500130,2015,2014,1
020000003400500138,2015,2014,1
020000003400500139,2015,2014,1
020000003400500140,2015,2014,1
020000003400500141,2015,2014,1
020000003400500142,2015,2014,1
020000003400500143,2015,2014,1
020000003400503245,2015,2014,1
020000003400503654,2015,2014,1
020000003400509993,2015,2014,1
020000003400509994,2015,2014,1
020000003400509995,2015,2014,1
020000003400509997,2015,2014,1
020000003400509999,2015,2014,1
020000003400510001,2015,2014,1
020000003400515632,2015,2014,1
020000003400515633,2015,2014,1
020000003400515647,2015,2014,1
020000003400515657,2015,2014,1
020000003400515677,2015,2014,1
020000003400515679,2015,2014,1
020000003400515691,2015,2014,1
020000003400515713,2015,2014,1
020000003400515720,2015,2014,1
020000003400515721,2015,2014,1
020000003400515723,2015,2014,1
020000003400515726,2015,2014,1
020000003400515757,2015,2014,1
020000003400515779,2015,2014,1
020000003400515791,2015,2014,1
020000003400515797,2015,2014,1
020000003400525857,2015,2014,1
020000003400535432,2015,2014,1
020000003400546143,2015,2014,1
020000003400556443,2015,2014,1
020000003400564554,2015,2014,1
020000003400580001,2015,2014,1
020000003400580003,2015,2014,1
020000003400580004,2015,2014,1
020000003400580006,2015,2014,1
020000003400580007,2015,2014,1
020000003400580008,2015,2014,1
020000003400580009,2015,2014,1
020000003400580010,2015,2014,1
020000003400580011,2015,2014,1
020000003400580012,2015,2014,1
020000003400580013,2015,2014,1
020000003400580014,2015,2014,1
020000003400580015,2015,2014,1
020000003400580018,2015,2014,1
020000003400580019,2015,2014,1
020000003400580022,2015,2014,1
020000003400580023,2015,2014,1
020000003400580024,2015,2014,1
020000003400580025,2015,2014,1
020000003400580026,2015,2014,1
020000003400580027,2015,2014,1
020000003400580029,2015,2014,1
020000003400580030,2015,2014,1
020000003400580031,2015,2014,1
020000003400590000,2015,2014,1
020000003400590001,2015,2014,1
020000003400590002,2015,2014,1
020000003400590003,2015,2014,1
020000003400590005,2015,2014,1
020000003400590006,2015,2014,1
020000003400590007,2015,2014,1
020000003400590008,2015,2014,1
020000003400590009,2015,2014,1
020000003400590010,2015,2014,1
020000003400590011,2015,2014,1
020000003400590012,2015,2014,1
020000003400590013,2015,2014,1
020000003400590014,2015,2014,1
020000003400590015,2015,2014,1
020000003400590016,2015,2014,1
020000003400590017,2015,2014,1
020000003400590018,2015,2014,1
020000003400590019,2015,2014,1
020000003400590020,2015,2014,1
020000003400590021,2015,2014,1
020000003400590022,2015,2014,1
020000003400590023,2015,2014,1
020000003400590025,2015,2014,1
020000003400590026,2015,2014,1
020000003400590027,2015,2014,1
020000003400590028,2015,2014,1
020000003400590029,2015,2014,1
020000003400590030,2015,2014,1
020000003400590032,2015,2014,1
020000003400590033,2015,2014,1
020000003400590034,2015,2014,1
020000003400590035,2015,2014,1
020000003400590036,2015,2014,1
020000003400590037,2015,2014,1
020000003400590038,2015,2014,1
020000003400590040,2015,2014,1
020000003400590042,2015,2014,1
020000003400590043,2015,2014,1
020000003400599999,2015,2014,1
020000003400700014,2015,2014,1
020000003400700015,2015,2014,1
020000003400700016,2015,2014,1
020000003400700017,2015,2014,1
020000003400700018,2015,2014,1
020000003400700019,2015,2014,1
020000003400700020,2015,2014,1
020000003400700023,2015,2014,1
020000003400700028,2015,2014,1
020000003400700029,2015,2014,1
020000003400700032,2015,2014,1
020000003400700035,2015,2014,1
020000003400700039,2015,2014,1
020000003400700042,2015,2014,1
020000003400700050,2015,2014,1
020000003400700056,2015,2014,1
020000003400700057,2015,2014,1
020000003400700065,2015,2014,1
020000003400700079,2015,2014,1
020000003400700080,2015,2014,1
020000003400700081,2015,2014,1
020000003400700082,2015,2014,1
020000003400700083,2015,2014,1
020000003400700087,2015,2014,1
020000003400700089,2015,2014,1
020000003400700092,2015,2014,1
020000003400700098,2015,2014,1
020000003400700100,2015,2014,1
020000003400700107,2015,2014,1
020000003400700108,2015,2014,1
020000003400700110,2015,2014,1
020000003400700116,2015,2014,1
020000003400700123,2015,2014,1
020000003400700124,2015,2014,1
020000003400700129,2015,2014,1
020000003400700134,2015,2014,1
020000003400700137,2015,2014,1
020000003400700143,2015,2014,1
020000003400700147,2015,2014,1
020000003400700151,2015,2014,1
020000003400700152,2015,2014,1
020000003400700153,2015,2014,1
020000003400700154,2015,2014,1
020000003400700155,2015,2014,1
020000003400700156,2015,2014,1
020000003400700157,2015,2014,1
020000003400700158,2015,2014,1
020000003400700159,2015,2014,1
020000003400700160,2015,2014,1
020000003400700161,2015,2014,1
020000003400700162,2015,2014,1
020000003400700163,2015,2014,1
020000003400700164,2015,2014,1
020000003400700165,2015,2014,1
020000003400700168,2015,2014,1
020000003400700171,2015,2014,1
020000003400700172,2015,2014,1
020000003400700174,2015,2014,1
020000003400700175,2015,2014,1
020000003400700176,2015,2014,1
020000003400700177,2015,2014,1
020000003400700178,2015,2014,1
020000003400700179,2015,2014,1
020000003400700180,2015,2014,1
020000003400700181,2015,2014,1
020000003400700182,2015,2014,1
020000003400700183,2015,2014,1
020000003400700184,2015,2014,1
020000003400700185,2015,2014,1
020000003400700187,2015,2014,1
020000003400700188,2015,2014,1
020000003400700189,2015,2014,1
020000003400700191,2015,2014,1
020000003400700192,2015,2014,1
020000003400700193,2015,2014,1
020000003400700194,2015,2014,1
020000003400700196,2015,2014,1
020000003400700197,2015,2014,1
020000003400700199,2015,2014,1
020000003400700201,2015,2014,1
020000003400700202,2015,2014,1
020000003400700203,2015,2014,1
020000003400700205,2015,2014,1
020000003400700206,2015,2014,1
020000003400700207,2015,2014,1
020000003400700208,2015,2014,1
020000003400700209,2015,2014,1
020000003400700210,2015,2014,1
020000003400700211,2015,2014,1
020000003400700212,2015,2014,1
020000003400700213,2015,2014,1
020000003400700214,2015,2014,1
020000003400700216,2015,2014,1
020000003400700217,2015,2014,1
020000003400700218,2015,2014,1
020000003400700219,2015,2014,1
020000003400700220,2015,2014,1
020000003400700221,2015,2014,1
020000003400700222,2015,2014,1
020000003400700223,2015,2014,1
020000003400700224,2015,2014,1
020000003400700226,2015,2014,1
020000003400700228,2015,2014,1
020000003400700230,2015,2014,1
020000003400700232,2015,2014,1
020000003400700233,2015,2014,1
020000003400700234,2015,2014,1
020000003400700236,2015,2014,1
020000003400700237,2015,2014,1
020000003400700238,2015,2014,1
020000003400700239,2015,2014,1
020000003400700240,2015,2014,1
020000003400700241,2015,2014,1
020000003400700242,2015,2014,1
020000003400700243,2015,2014,1
020000003400700244,2015,2014,1
020000003400700245,2015,2014,1
020000003400700246,2015,2014,1
020000003400700247,2015,2014,1
020000003400700248,2015,2014,1
020000003400700249,2015,2014,1
020000003400700250,2015,2014,1
020000003400700251,2015,2014,1
020000003400700252,2015,2014,1
020000003400700253,2015,2014,1
020000003400700254,2015,2014,1
020000003400700256,2015,2014,1
020000003400700260,2015,2014,1
020000003400700261,2015,2014,1
020000003400700262,2015,2014,1
020000003400700263,2015,2014,1
020000003400700264,2015,2014,1
020000003400700265,2015,2014,1
020000003400700266,2015,2014,1
020000003400700267,2015,2014,1
020000003400700268,2015,2014,1
020000003400700269,2015,2014,1
020000003400700271,2015,2014,1
020000003400700272,2015,2014,1
020000003400700273,2015,2014,1
020000003400700274,2015,2014,1
020000003400700275,2015,2014,1
020000003400700276,2015,2014,1
020000003400700277,2015,2014,1
020000003400700285,2015,2014,1
020000003400700288,2015,2014,1
020000003400700290,2015,2014,1
020000003400700291,2015,2014,1
020000003400700292,2015,2014,1
020000003400700303,2015,2014,1
020000003400700310,2015,2014,1
020000003400700359,2015,2014,1
020000003400700360,2015,2014,1
020000003400700377,2015,2014,1
020000003400700378,2015,2014,1
020000003400700379,2015,2014,1
020000003400700380,2015,2014,1
020000003400700382,2015,2014,1
020000003400700386,2015,2014,1
020000003400701000,2015,2014,1
020000003400701064,2015,2014,1
020000003400701065,2015,2014,1
020000003400701066,2015,2014,1
020000003400701067,2015,2014,1
020000003400701068,2015,2014,1
020000003400702000,2015,2014,1
020000003400703000,2015,2014,1
020000003400704000,2015,2014,1
020000003400709996,2015,2014,1
020000003400709998,2015,2014,1
020000003400710001,2015,2014,1
020000003400711111,2015,2014,1
020000003400712223,2015,2014,1
020000003400712224,2015,2014,1
020000003400715629,2015,2014,1
020000003400715643,2015,2014,1
020000003400715654,2015,2014,1
020000003400715655,2015,2014,1
020000003400715672,2015,2014,1
020000003400715674,2015,2014,1
020000003400715675,2015,2014,1
020000003400715687,2015,2014,1
020000003400715695,2015,2014,1
020000003400715716,2015,2014,1
020000003400715719,2015,2014,1
020000003400715725,2015,2014,1
020000003400715766,2015,2014,1
020000003400715771,2015,2014,1
020000003400715777,2015,2014,1
020000003400736545,2015,2014,1
020000003400748543,2015,2014,1
020000003400754563,2015,2014,1
020000003400754657,2015,2014,1
020000003400765147,2015,2014,1
020000003400780000,2015,2014,1
020000003400780001,2015,2014,1
020000003400780002,2015,2014,1
020000003400780003,2015,2014,1
020000003400780004,2015,2014,1
020000003400780005,2015,2014,1
020000003400780007,2015,2014,1
020000003400780008,2015,2014,1
020000003400780011,2015,2014,1
020000003400780014,2015,2014,1
020000003400780015,2015,2014,1
020000003400780016,2015,2014,1
020000003400780018,2015,2014,1
020000003400780019,2015,2014,1
020000003400780020,2015,2014,1
020000003400780021,2015,2014,1
020000003400780022,2015,2014,1
020000003400780023,2015,2014,1
020000003400780025,2015,2014,1
020000003400790000,2015,2014,1
020000003400790002,2015,2014,1
020000003400790003,2015,2014,1
020000003400790004,2015,2014,1
020000003400790005,2015,2014,1
020000003400790006,2015,2014,1
020000003400790007,2015,2014,1
020000003400790008,2015,2014,1
020000003400790009,2015,2014,1
020000003400790010,2015,2014,1
020000003400790011,2015,2014,1
020000003400790012,2015,2014,1
020000003400790013,2015,2014,1
020000003400790014,2015,2014,1
020000003400790015,2015,2014,1
020000003400790016,2015,2014,1
020000003400790017,2015,2014,1
020000003400790018,2015,2014,1
020000003400790019,2015,2014,1
020000003400790020,2015,2014,1
020000003400790021,2015,2014,1
020000003400790022,2015,2014,1
020000003400790023,2015,2014,1
020000003400790024,2015,2014,1
020000003400790025,2015,2014,1
020000003400790026,2015,2014,1
020000003400790027,2015,2014,1
020000003400790028,2015,2014,1
020000003400790029,2015,2014,1
020000003400790030,2015,2014,1
020000003400790031,2015,2014,1
020000003400790032,2015,2014,1
020000003400790033,2015,2014,1
020000003400790034,2015,2014,1
020000003400790035,2015,2014,1
020000003400790036,2015,2014,1
020000003400790037,2015,2014,1
020000003400790038,2015,2014,1
020000003400790039,2015,2014,1
020000003400790040,2015,2014,1
020000003400790041,2015,2014,1
020000003400799989,2015,2014,1
020000003400799990,2015,2014,1
020000003400799997,2015,2014,1
020000003400799998,2015,2014,1
020000003400799999,2015,2014,1
020000003400900006,2015,2014,1
020000003400900007,2015,2014,1
020000003400900010,2015,2014,1
020000003400900011,2015,2014,1
020000003400900012,2015,2014,1
020000003400900013,2015,2014,1
020000003400900014,2015,2014,1
020000003400900015,2015,2014,1
020000003400900016,2015,2014,1
020000003400900017,2015,2014,1
020000003400900018,2015,2014,1
020000003400900022,2015,2014,1
020000003400900027,2015,2014,1
020000003400900028,2015,2014,1
020000003400900030,2015,2014,1
020000003400900031,2015,2014,1
020000003400900035,2015,2014,1
020000003400900068,2015,2014,1
020000003400915649,2015,2014,1
020000003400980000,2015,2014,1
020000003400980001,2015,2014,1
020000003400980002,2015,2014,1
020000003400980003,2015,2014,1
020000003400990000,2015,2014,1
020000003400990001,2015,2014,1
020000003400990002,2015,2014,1
020000003400990003,2015,2014,1
020000003400990004,2015,2014,1
020000003400990006,2015,2014,1
020000003400990007,2015,2014,1
020000003401100007,2015,2014,1
020000003401100012,2015,2014,1
020000003401100017,2015,2014,1
020000003401100018,2015,2014,1
020000003401100023,2015,2014,1
020000003401100024,2015,2014,1
020000003401100027,2015,2014,1
020000003401100028,2015,2014,1
020000003401100029,2015,2014,1
020000003401100030,2015,2014,1
020000003401100031,2015,2014,1
020000003401100034,2015,2014,1
020000003401100040,2015,2014,1
020000003401100045,2015,2014,1
020000003401100046,2015,2014,1
020000003401100047,2015,2014,1
020000003401100073,2015,2014,1
020000003401100076,2015,2014,1
020000003401100080,2015,2014,1
020000003401100298,2015,2014,1
020000003401100299,2015,2014,1
020000003401100302,2015,2014,1
020000003401190000,2015,2014,1
020000003401190001,2015,2014,1
020000003401190002,2015,2014,1
020000003401190003,2015,2014,1
020000003401190004,2015,2014,1
020000003401190005,2015,2014,1
020000003401190006,2015,2014,1
020000003401190007,2015,2014,1
020000003401190008,2015,2014,1
020000003401190009,2015,2014,1
020000003401190010,2015,2014,1
020000003401190011,2015,2014,1
020000003401190012,2015,2014,1
020000003401190013,2015,2014,1
020000003401190014,2015,2014,1
020000003401190015,2015,2014,1
020000003401190016,2015,2014,1
020000003401300001,2015,2014,1
020000003401300003,2015,2014,1
020000003401300005,2015,2014,1
020000003401300010,2015,2014,1
020000003401300014,2015,2014,1
020000003401300015,2015,2014,1
020000003401300020,2015,2014,1
020000003401300021,2015,2014,1
020000003401300022,2015,2014,1
020000003401300024,2015,2014,1
020000003401300025,2015,2014,1
020000003401300027,2015,2014,1
020000003401300036,2015,2014,1
020000003401300039,2015,2014,1
020000003401300041,2015,2014,1
020000003401300042,2015,2014,1
020000003401300049,2015,2014,1
020000003401300050,2015,2014,1
020000003401300051,2015,2014,1
020000003401300052,2015,2014,1
020000003401300059,2015,2014,1
020000003401300063,2015,2014,1
020000003401300066,2015,2014,1
020000003401300067,2015,2014,1
020000003401300068,2015,2014,1
020000003401300069,2015,2014,1
020000003401300070,2015,2014,1
020000003401300074,2015,2014,1
020000003401300077,2015,2014,1
020000003401300078,2015,2014,1
020000003401300089,2015,2014,1
020000003401300090,2015,2014,1
020000003401300091,2015,2014,1
020000003401300093,2015,2014,1
020000003401300099,2015,2014,1
020000003401300101,2015,2014,1
020000003401300104,2015,2014,1
020000003401300107,2015,2014,1
020000003401300108,2015,2014,1
020000003401300110,2015,2014,1
020000003401300113,2015,2014,1
020000003401300115,2015,2014,1
020000003401300116,2015,2014,1
020000003401300118,2015,2014,1
020000003401300121,2015,2014,1
020000003401300123,2015,2014,1
020000003401300124,2015,2014,1
020000003401300125,2015,2014,1
020000003401300127,2015,2014,1
020000003401300129,2015,2014,1
020000003401300131,2015,2014,1
