PGM_SYS_ID,YEAR,GROUP,MEAN_VIOL_TO_EA_LAG_DAYS,LAG_QUARTILE,N_VIOLATIONS_FUTURE
MN0000002703900014,2017,other,43,Q2,0
MN0000002703900014,2020,other,61,Q2,0
MN0000002703900014,2023,other,181,Q3,0
MN0000002703900028,2019,other,806,Q4 (slowest),0
MN0000002703900028,2023,other,1009,Q4 (slowest),0
MN0000002704100003,2018,other,147,Q3,0
MN0000002704100021,2019,electric,318,Q4 (slowest),0
MN0000002704300002,2024,electric,310,Q4 (slowest),0
MN0000002704500037,2022,other,84,Q2,1
MN0000002704500037,2023,other,243,Q3,0
MN0000002704700055,2017,other,53,Q2,1
MN0000002704700055,2019,other,373,Q4 (slowest),0
MN0000002704700055,2022,other,650,Q4 (slowest),0
MN0000002704900001,2016,other,385,Q4 (slowest),0
MN0000002704900001,2022,other,278,Q4 (slowest),0
MN0000002704900039,2016,other,79,Q2,0
MN0000002704900039,2018,other,83,Q2,0
MN0000002704900039,2020,other,69,Q2,0
MN0000002704900039,2023,other,232,Q3,0
MN0000002704900040,2021,other,50,Q2,1
MN0000002704900040,2022,other,174,Q3,0
MN0000002704900040,2024,other,197,Q3,0
MN0000002704900065,2019,other,127,Q3,0
MN0000002704900065,2021,other,38,Q2,0
MN0000002705300002,2022,other,42,Q2,0
MN0000002705300010,2022,other,91,Q2,0
MN0000002705300028,2017,other,74.5,Q2,0
MN0000002705300028,2019,other,37,Q2,0
MN0000002705300043,2020,other,380,Q4 (slowest),0
MN0000002705300061,2022,other,232,Q3,0
MN0000002705300099,2020,other,393,Q4 (slowest),0
MN0000002705300138,2019,other,28,Q2,0
MN0000002705300138,2022,other,137.5,Q3,0
MN0000002705300222,2019,other,204,Q3,1
MN0000002705300222,2020,other,56,Q2,0
MN0000002705300384,2020,other,35,Q2,0
MN0000002705300384,2023,other,413,Q4 (slowest),0
MN0000002705300411,2017,other,35,Q2,0
MN0000002705300443,2017,other,80,Q2,0
MN0000002705300443,2024,other,81,Q2,0
MN0000002705300477,2017,other,567,Q4 (slowest),1
MN0000002705300477,2018,other,23,Q2,0
MN0000002705300477,2023,other,85,Q2,0
MN0000002705300821,2019,other,84,Q2,0
MN0000002705300834,2021,other,237,Q3,1
MN0000002705300834,2022,other,28,Q2,0
MN0000002705300966,2018,other,39,Q2,0
MN0000002705301047,2019,other,27,Q2,0
MN0000002705301050,2022,other,27,Q2,0
MN0000002705301077,2017,other,332,Q4 (slowest),0
MN0000002705301156,2022,other,169,Q3,0
MN0000002705301207,2019,other,260,Q4 (slowest),0
MN0000002705301207,2021,other,57,Q2,1
MN0000002705301207,2022,other,55,Q2,0
MN0000002705301240,2017,other,240,Q3,0
MN0000002705301255,2019,other,168,Q3,0
MN0000002706100001,2018,other,183,Q3,0
MN0000002706100067,2016,other,113,Q3,0
MN0000002706300010,2016,other,603,Q4 (slowest),0
MN0000002706300025,2023,other,644,Q4 (slowest),0
MN0000002706500032,2019,electric,126,Q3,0
MN0000002706500033,2017,other,80,Q2,0
MN0000002706700061,2018,other,64,Q2,0
MN0000002706900025,2020,other,218,Q3,0
MN0000002707100002,2020,other,129,Q3,0
MN0000002707300002,2018,other,42,Q2,0
MN0000002707900006,2018,other,210,Q3,0
MN0000002707900017,2017,other,56,Q2,0
MN0000002707900017,2020,other,132,Q3,0
MN0000002707900019,2021,other,540,Q4 (slowest),0
MN0000002707900044,2022,other,272,Q4 (slowest),0
MN0000002707900045,2017,other,1067,Q4 (slowest),0
MN0000002707900045,2024,other,327,Q4 (slowest),0
MN0000002707900050,2017,electric,216,Q3,0
MN0000002707900050,2020,electric,55,Q2,0
MN0000002708300038,2017,other,241,Q3,0
MN0000002708300038,2023,other,309,Q4 (slowest),0
MN0000002708500002,2017,electric,665,Q4 (slowest),0
MN0000002708500013,2018,electric,604,Q4 (slowest),0
MN0000002708900022,2018,other,54,Q2,0
MN0000002709100059,2017,other,325,Q4 (slowest),0
MN0000002709100060,2022,other,982,Q4 (slowest),0
MN0000002709300035,2017,other,83,Q2,0
MN0000002709500011,2021,electric,235,Q4 (slowest),0
MN0000002709700025,2019,other,38,Q2,0
MN0000002709900002,2021,other,48,Q2,1
MN0000002709900002,2022,other,82,Q2,0
MN0000002710300014,2017,other,525,Q4 (slowest),0
MN0000002710300036,2018,electric,459,Q4 (slowest),0
MN0000002710300036,2021,electric,127,Q3,0
MN0000002710500001,2018,other,132,Q3,0
MN0000002710500053,2020,other,167,Q3,0
MN0000002710500054,2024,electric,391,Q4 (slowest),0
MN0000002710900005,2019,electric,169,Q3,0
MN0000002710900006,2023,other,207,Q3,0
MN0000002710900010,2017,other,83,Q2,1
MN0000002710900010,2018,other,128,Q3,0
MN0000002710900022,2020,other,354,Q4 (slowest),0
MN0000002710900022,2023,other,284,Q4 (slowest),0
MN0000002710900032,2017,other,73,Q2,0
MN0000002710900032,2019,other,237,Q3,0
MN0000002710900032,2021,other,292,Q4 (slowest),1
MN0000002710900032,2022,other,526,Q4 (slowest),0
MN0000002710900084,2023,other,462,Q4 (slowest),0
MN0000002710900102,2021,other,455,Q4 (slowest),0
MN0000002710900102,2023,other,620,Q4 (slowest),0
MN0000002710901028,2019,electric,15,Q2,0
MN0000002711100016,2019,other,36,Q2,0
MN0000002711100036,2017,other,44,Q2,1
MN0000002711100036,2018,other,12,Q1 (fastest),0
MN0000002711100077,2017,other,240,Q3,0
MN0000002711100077,2020,other,101,Q3,0
MN0000002711100077,2023,other,175,Q3,0
MN0000002711300014,2019,other,143,Q3,1
MN0000002711300014,2020,other,176,Q3,0
MN0000002711900001,2017,other,203,Q3,0
MN0000002711900002,2020,other,154,Q3,1
MN0000002711900002,2021,other,1079,Q4 (slowest),0
MN0000002711900051,2018,other,89,Q2,0
MN0000002712100021,2017,other,323,Q4 (slowest),0
MN0000002712300001,2019,other,212,Q3,0
MN0000002712300015,2018,other,320,Q4 (slowest),1
MN0000002712300015,2019,other,44,Q2,1
MN0000002712300015,2020,other,174,Q3,0
MN0000002712300055,2017,other,518,Q4 (slowest),0
MN0000002712300063,2016,electric,307,Q4 (slowest),0
MN0000002712300063,2018,electric,27,Q2,0
MN0000002712300063,2020,electric,28,Q2,0
MN0000002712300341,2020,other,236,Q3,0
MN0000002712300687,2018,other,264,Q4 (slowest),0
MN0000002712300694,2019,other,86,Q2,0
MN0000002712300707,2016,other,44,Q2,0
MN0000002712300707,2019,other,35,Q2,0
MN0000002712300718,2017,other,56,Q2,0
MN0000002712300718,2020,other,141,Q3,0
MN0000002712300755,2019,other,22,Q2,0
MN0000002712700038,2018,electric,96,Q3,0
MN0000002712700053,2018,other,267,Q4 (slowest),0
MN0000002713100005,2018,other,299,Q4 (slowest),0
MN0000002713100005,2020,other,166,Q3,0
MN0000002713100005,2024,other,335,Q4 (slowest),0
MN0000002713100058,2018,other,14,Q1 (fastest),0
MN0000002713100071,2022,electric,84,Q2,0
MN0000002713300023,2018,other,204,Q3,0
MN0000002713500002,2017,other,188,Q3,1
MN0000002713500002,2018,other,491,Q4 (slowest),0
MN0000002713500002,2021,other,27,Q2,0
MN0000002713700005,2021,other,34,Q2,0
MN0000002713700015,2022,electric,17,Q2,0
MN0000002713700027,2021,electric,66,Q2,1
MN0000002713700027,2023,electric,55,Q2,0
MN0000002713700028,2016,electric,132.33,Q3,0
MN0000002713700071,2019,other,120,Q3,0
MN0000002713700113,2024,other,551,Q4 (slowest),0
MN0000002713700343,2017,other,10,Q1 (fastest),0
MN0000002713700343,2019,other,481,Q4 (slowest),0
MN0000002713900003,2019,other,153,Q3,0
MN0000002713900005,2018,other,132,Q3,0
MN0000002713900005,2020,other,147,Q3,0
MN0000002713900013,2022,other,100,Q3,0
MN0000002713900114,2017,electric,1052,Q4 (slowest),1
MN0000002713900114,2018,electric,777,Q4 (slowest),1
MN0000002713900114,2019,electric,335,Q4 (slowest),0
MN0000002713900114,2021,electric,182,Q3,0
MN0000002713900114,2024,electric,133,Q3,0
MN0000002713900120,2016,other,248,Q3,0
MN0000002713900128,2017,electric,251,Q4 (slowest),0
MN0000002713900128,2021,electric,226,Q4 (slowest),1
MN0000002713900128,2022,electric,596,Q4 (slowest),0
MN0000002714100001,2019,other,685.5,Q4 (slowest),0
MN0000002714100003,2017,electric,450,Q4 (slowest),0
MN0000002714100004,2018,electric,238,Q4 (slowest),0
MN0000002714100036,2017,other,428,Q4 (slowest),0
MN0000002714100059,2018,other,44,Q2,0
MN0000002714300014,2017,other,18,Q2,0
MN0000002714300014,2018,other,453,Q4 (slowest),0
MN0000002714300014,2024,other,34,Q2,0
MN0000002714500010,2017,other,76,Q2,1
MN0000002714500010,2018,other,63,Q2,0
MN0000002714500010,2020,other,135,Q3,0
MN0000002714500032,2017,other,185,Q3,0
MN0000002714500147,2019,other,79,Q2,0
MN0000002714500185,2019,other,400,Q4 (slowest),0
MN0000002714700012,2020,other,197,Q3,0
MN0000002714900013,2017,other,224,Q3,0
MN0000002714900013,2019,other,189,Q3,1
MN0000002714900013,2020,other,114,Q3,0
MN0000002714900013,2024,other,240,Q3,0
MN0000002715100006,2024,electric,550,Q4 (slowest),0
MN0000002715100026,2017,other,81,Q2,0
MN0000002715100026,2019,other,50,Q2,0
MN0000002715700015,2017,other,306,Q4 (slowest),0
MN0000002715700022,2018,other,155,Q3,1
MN0000002715700022,2019,other,158,Q3,0
MN0000002715700034,2021,other,164,Q3,1
MN0000002715700034,2022,other,386,Q4 (slowest),0
MN0000002715700034,2024,other,268,Q4 (slowest),1
MN0000002716100035,2022,other,203,Q3,0
MN0000002716300005,2019,electric,196,Q3,0
MN0000002716300015,2023,other,396,Q4 (slowest),0
MN0000002716300059,2019,other,229,Q3,0
MN0000002716500025,2017,electric,27,Q2,0
MN0000002716900003,2019,other,126,Q3,0
MN0000002716900004,2018,other,154,Q3,1
MN0000002716900012,2016,other,17,Q2,0
MN0000002716900012,2022,other,230,Q3,1
MN0000002716900012,2023,other,190,Q3,0
MN0000002716900013,2019,other,167,Q3,0
MN0000002716900013,2021,other,157,Q3,0
MN0000002716900092,2018,other,71,Q2,0
MN0000002717100009,2019,other,85,Q2,0
MN0000002717300038,2019,other,129,Q3,0
MO0000002900700047,2023,other,85,Q2,0
MO0000002900700051,2021,other,0,Q1 (fastest),1
MO0000002900700051,2022,other,0,Q1 (fastest),0
MO0000002900900062,2024,other,112.5,Q3,0
MO0000002901900004,2020,electric,0,Q1 (fastest),0
MO0000002901900004,2023,electric,63,Q2,1
MO0000002901900004,2024,electric,22,Q2,0
MO0000002901900069,2024,other,63,Q2,0
MO0000002902100016,2020,other,0,Q1 (fastest),0
MO0000002902100016,2022,other,70.33,Q2,1
MO0000002902100016,2023,other,0,Q1 (fastest),0
MO0000002902100056,2024,other,63,Q2,0
MO0000002902100064,2020,other,0,Q1 (fastest),0
MO0000002902100064,2022,other,0,Q1 (fastest),0
MO0000002902100064,2024,other,105,Q3,1
MO0000002902100095,2022,other,0,Q1 (fastest),1
MO0000002902100095,2023,other,0,Q1 (fastest),0
MO0000002902100105,2022,other,0,Q1 (fastest),1
MO0000002902100105,2023,other,37,Q2,1
MO0000002902100105,2024,other,216.5,Q3,0
MO0000002902700001,2022,other,0,Q1 (fastest),1
MO0000002902700001,2023,other,36,Q2,1
MO0000002902700001,2024,other,202.67,Q3,1
MO0000002902700007,2024,electric,63,Q2,1
MO0000002902700026,2024,electric,43,Q2,0
MO0000002903100010,2022,other,57,Q2,0
MO0000002903100061,2022,electric,155.33,Q3,0
MO0000002903100072,2020,other,0,Q1 (fastest),0
MO0000002903100126,2022,other,184.5,Q3,0
MO0000002903100132,2020,other,0,Q1 (fastest),0
MO0000002903300001,2023,other,85,Q2,0
MO0000002903300036,2022,other,0,Q1 (fastest),0
MO0000002903300037,2021,other,0,Q1 (fastest),0
MO0000002903500004,2022,other,73.5,Q2,0
MO0000002904700002,2020,other,0,Q1 (fastest),0
MO0000002904700019,2022,other,0,Q1 (fastest),0
MO0000002904700027,2022,other,108.33,Q3,1
MO0000002904700027,2023,other,0,Q1 (fastest),1
MO0000002904700027,2024,other,63,Q2,1
MO0000002904700075,2024,other,232,Q3,0
MO0000002904700122,2022,other,0,Q1 (fastest),1
MO0000002904700178,2021,other,0,Q1 (fastest),1
MO0000002904700178,2022,other,0,Q1 (fastest),1
MO0000002904702227,2021,other,0,Q1 (fastest),1
MO0000002904702227,2022,other,0,Q1 (fastest),1
MO0000002904702227,2023,other,132.67,Q3,0
MO0000002905100032,2023,other,150,Q3,0
MO0000002905500043,2020,other,0,Q1 (fastest),0
MO0000002905500047,2023,other,114,Q3,0
MO0000002905500057,2022,other,0,Q1 (fastest),0
MO0000002906900018,2022,other,0,Q1 (fastest),1
MO0000002906900034,2024,electric,208.25,Q3,0
MO0000002906900063,2023,electric,424.5,Q4 (slowest),0
MO0000002907100003,2023,electric,119,Q3,2
MO0000002907100003,2024,electric,83.33,Q2,0
MO0000002907100014,2022,other,0,Q1 (fastest),0
MO0000002907100031,2020,other,0,Q1 (fastest),0
MO0000002907100031,2022,other,0,Q1 (fastest),0
MO0000002907100131,2024,other,80,Q2,0
MO0000002907100151,2022,other,0,Q1 (fastest),0
MO0000002907100151,2024,other,69,Q2,0
MO0000002907100157,2020,other,0,Q1 (fastest),0
MO0000002907100157,2022,other,109.5,Q3,1
MO0000002907100157,2023,other,0,Q1 (fastest),1
MO0000002907100157,2024,other,69,Q2,0
MO0000002907700004,2022,other,0,Q1 (fastest),0
MO0000002907700017,2023,other,290.5,Q4 (slowest),1
MO0000002907700017,2024,other,200.5,Q3,0
MO0000002908300033,2023,other,85,Q2,0
MO0000002908300046,2022,other,0,Q1 (fastest),1
MO0000002908300046,2023,other,85,Q2,0
MO0000002908700001,2022,other,222.67,Q3,0
MO0000002908700001,2024,other,149.5,Q3,0
MO0000002908700016,2019,other,135.75,Q3,0
MO0000002908700016,2022,other,88,Q2,1
MO0000002908700016,2023,other,569,Q4 (slowest),0
MO0000002909100005,2024,other,176.5,Q3,1
MO0000002909100011,2022,other,0,Q1 (fastest),0
MO0000002909100046,2023,other,467,Q4 (slowest),0
MO0000002909300009,2018,other,169,Q3,0
MO0000002909300009,2019,other,332.5,Q4 (slowest),2
MO0000002909300009,2020,other,0,Q1 (fastest),1
MO0000002909300009,2022,other,0,Q1 (fastest),4
MO0000002909300009,2023,other,226.17,Q3,2
MO0000002909300009,2024,other,119,Q3,1
MO0000002909500011,2021,other,15,Q2,0
MO0000002909500021,2020,other,0,Q1 (fastest),0
MO0000002909500021,2022,other,150.5,Q3,0
MO0000002909500026,2020,other,0,Q1 (fastest),1
MO0000002909500026,2021,other,0,Q1 (fastest),1
MO0000002909500026,2022,other,0,Q1 (fastest),1
MO0000002909500026,2023,other,32,Q2,2
MO0000002909500026,2024,other,73,Q2,1
MO0000002909500030,2024,other,28,Q2,1
MO0000002909500037,2023,other,168.5,Q3,0
MO0000002909500039,2019,other,298,Q4 (slowest),0
MO0000002909500039,2023,other,221.5,Q3,0
MO0000002909500046,2024,other,61.5,Q2,0
MO0000002909500075,2023,other,464.75,Q4 (slowest),0
MO0000002909500186,2021,other,127.5,Q3,0
MO0000002909500222,2024,electric,69,Q2,0
MO0000002909500223,2024,electric,69,Q2,0
MO0000002909500224,2024,electric,69,Q2,0
MO0000002909502001,2024,other,74.5,Q2,0
MO0000002909700065,2023,other,85,Q2,0
MO0000002909700089,2022,other,44,Q2,2
MO0000002909700089,2023,other,54,Q2,0
MO0000002909700138,2021,other,0,Q1 (fastest),0
MO0000002909700138,2024,other,56.5,Q2,0
MO0000002909700176,2018,other,328,Q4 (slowest),0
MO0000002909700176,2022,other,258,Q4 (slowest),0
MO0000002909700176,2024,other,189.75,Q3,1
MO0000002909900002,2020,other,0,Q1 (fastest),0
MO0000002909900002,2022,other,0,Q1 (fastest),1
MO0000002909900002,2023,other,85,Q2,0
MO0000002909900044,2021,other,177,Q3,0
MO0000002909900052,2024,other,40,Q2,0
MO0000002909900068,2022,other,0,Q1 (fastest),0
MO0000002910100023,2024,other,287.67,Q4 (slowest),1
MO0000002910100054,2022,other,0,Q1 (fastest),1
MO0000002910500001,2021,other,0,Q1 (fastest),1
MO0000002910500001,2022,other,0,Q1 (fastest),2
MO0000002910500001,2023,other,288,Q4 (slowest),2
MO0000002910500001,2024,other,150,Q3,0
MO0000002910500006,2022,other,0,Q1 (fastest),0
MO0000002910500046,2023,other,126.67,Q3,0
MO0000002910700010,2021,other,24,Q2,0
MO0000002910900004,2020,other,0,Q1 (fastest),1
MO0000002910900004,2021,other,0,Q1 (fastest),0
MO0000002910900004,2024,other,70,Q2,0
MO0000002911100019,2024,other,72.67,Q2,0
MO0000002911300029,2020,other,2,Q1 (fastest),0
MO0000002911300029,2022,other,0,Q1 (fastest),0
MO0000002911300042,2022,other,0,Q1 (fastest),0
MO0000002911500021,2022,electric,0,Q1 (fastest),1
MO0000002911500021,2023,electric,86,Q2,1
MO0000002911700012,2022,other,121.33,Q3,1
MO0000002911900017,2020,other,0,Q1 (fastest),0
MO0000002912100028,2020,other,0,Q1 (fastest),0
MO0000002912300022,2022,other,0,Q1 (fastest),1
MO0000002912300022,2023,other,197.67,Q3,0
MO0000002912500001,2020,other,0,Q1 (fastest),0
MO0000002912500001,2023,other,285.5,Q4 (slowest),0
MO0000002912700001,2021,other,3,Q1 (fastest),0
MO0000002912700001,2023,other,28,Q2,0
MO0000002913900008,2021,other,0,Q1 (fastest),1
MO0000002913900008,2022,other,0,Q1 (fastest),0
MO0000002914300004,2021,electric,64.5,Q2,1
MO0000002914300004,2022,electric,0,Q1 (fastest),0
MO0000002914300008,2020,other,285,Q4 (slowest),1
MO0000002914300008,2021,other,0,Q1 (fastest),0
MO0000002914300008,2023,other,8.33,Q1 (fastest),1
MO0000002914300008,2024,other,62,Q2,0
MO0000002914300023,2022,other,0,Q1 (fastest),1
MO0000002914300023,2023,other,86,Q2,0
MO0000002914300046,2022,other,192,Q3,0
MO0000002914700005,2022,other,0,Q1 (fastest),0
MO0000002914700005,2024,other,20,Q2,0
MO0000002915500010,2022,other,102.5,Q3,1
MO0000002915500010,2023,other,34,Q2,0
MO0000002915500021,2022,other,99.67,Q3,0
MO0000002915500021,2024,other,63,Q2,0
MO0000002915500030,2020,other,0,Q1 (fastest),0
MO0000002915500030,2022,other,0,Q1 (fastest),0
MO0000002915700019,2022,other,0,Q1 (fastest),1
MO0000002915700019,2023,other,86,Q2,1
MO0000002915700019,2024,other,70,Q2,1
MO0000002915700020,2023,other,131.5,Q3,0
MO0000002915700027,2022,other,0,Q1 (fastest),0
MO0000002915900037,2023,other,142.67,Q3,0
MO0000002915900056,2022,other,0,Q1 (fastest),0
MO0000002915900056,2024,other,70,Q2,0
MO0000002915900059,2021,other,86.5,Q2,0
MO0000002916100039,2024,other,69.5,Q2,0
MO0000002916100054,2021,electric,0,Q1 (fastest),0
MO0000002916100054,2023,electric,86,Q2,0
MO0000002916300031,2020,other,0,Q1 (fastest),0
MO0000002916300040,2021,other,0,Q1 (fastest),0
MO0000002916300040,2024,other,150.5,Q3,0
MO0000002916500001,2021,other,0,Q1 (fastest),1
MO0000002916500001,2022,other,72.5,Q2,1
MO0000002916500001,2023,other,35,Q2,1
MO0000002916500001,2024,other,75,Q2,0
MO0000002916500007,2023,electric,0,Q1 (fastest),1
MO0000002916500007,2024,electric,138,Q3,1
MO0000002916502424,2022,other,140.67,Q3,0
MO0000002917100005,2023,electric,163,Q3,0
MO0000002917100015,2021,electric,0,Q1 (fastest),0
MO0000002917300001,2021,other,0,Q1 (fastest),2
MO0000002917300001,2022,other,252.8,Q4 (slowest),1
MO0000002917300001,2023,other,492.67,Q4 (slowest),1
MO0000002917500001,2020,electric,0,Q1 (fastest),0
MO0000002918300001,2020,electric,0,Q1 (fastest),1
MO0000002918300001,2021,electric,0,Q1 (fastest),1
MO0000002918300001,2022,electric,0,Q1 (fastest),0
MO0000002918300076,2021,other,0,Q1 (fastest),1
MO0000002918300076,2022,other,59,Q2,0
MO0000002918300131,2024,other,324.67,Q4 (slowest),0
MO0000002918300184,2023,other,86,Q2,0
MO0000002918306003,2022,other,134.75,Q3,0
MO0000002918600001,2023,other,86,Q2,0
MO0000002918600022,2021,other,49.75,Q2,0
MO0000002918700002,2020,other,751,Q4 (slowest),0
MO0000002918900010,2020,electric,0,Q1 (fastest),0
MO0000002918900010,2022,electric,126,Q3,0
MO0000002918901029,2021,other,0,Q1 (fastest),0
MO0000002918901029,2023,other,179,Q3,0
MO0000002920100003,2022,other,0,Q1 (fastest),0
MO0000002920100017,2023,electric,34,Q2,0
MO0000002920100073,2022,other,169,Q3,0
MO0000002920100099,2022,other,0,Q1 (fastest),0
MO0000002920100099,2024,other,43,Q2,0
MO0000002920100102,2022,other,0,Q1 (fastest),1
MO0000002920100110,2022,other,0,Q1 (fastest),0
MO0000002920100128,2021,other,0,Q1 (fastest),0
MO0000002920100128,2024,other,70,Q2,0
MO0000002920500010,2023,other,86,Q2,1
MO0000002920500010,2024,other,70,Q2,0
MO0000002920700008,2022,other,0,Q1 (fastest),1
MO0000002920700008,2023,other,74.5,Q2,0
MO0000002921900013,2024,other,242,Q3,0
MO0000002921900036,2020,other,0,Q1 (fastest),0
MO0000002921900036,2023,other,36,Q2,1
MO0000002921900036,2024,other,63,Q2,0
MO0000002921900038,2022,other,0,Q1 (fastest),0
MO0000002921900038,2024,other,43,Q2,0
MO0000002922100018,2024,other,63,Q2,0
MO0000002922100022,2023,other,364.75,Q4 (slowest),0
MO0000002922300019,2024,other,70,Q2,0
MO0000002922900001,2023,other,41,Q2,1
MO0000002922900001,2024,other,91,Q2,0
MO0000002922900022,2019,other,0,Q1 (fastest),0
MO0000002922900041,2022,electric,0,Q1 (fastest),1
MO0000002922900041,2023,electric,163.5,Q3,0
MO0000002951000017,2020,other,0,Q1 (fastest),0
MO0000002951000017,2024,other,70,Q2,0
MO0000002951000027,2023,other,180.67,Q3,0
MO0000002951000031,2023,other,133,Q3,0
MO0000002951000040,2024,other,49.5,Q2,0
MO0000002951000047,2020,other,0,Q1 (fastest),0
MO0000002951000053,2023,other,51,Q2,0
MO0000002951000057,2022,other,0,Q1 (fastest),0
MO0000002951000066,2022,other,0,Q1 (fastest),3
MO0000002951000066,2023,other,87,Q2,1
MO0000002951000066,2024,other,70,Q2,0
MO0000002951000070,2022,other,0,Q1 (fastest),1
MO0000002951000070,2023,other,86,Q2,2
MO0000002951000070,2024,other,67,Q2,0
MO0000002951000204,2023,other,130,Q3,0
MO0000002951000697,2020,other,13,Q1 (fastest),0
MO0000002951000697,2024,other,15,Q2,0
MO0000002951000808,2022,other,0,Q1 (fastest),0
MO0000002951000808,2024,other,72.75,Q2,1
MO0000002951001077,2020,other,0,Q1 (fastest),0
MO0000002951001077,2024,other,70,Q2,0
MO0000002951001407,2023,other,435,Q4 (slowest),0
MO0000002951001556,2023,other,177.5,Q3,0
MO0000002951002433,2022,other,0,Q1 (fastest),0
MO0000002951002752,2022,other,0,Q1 (fastest),0
MO0000002951002939,2022,other,0,Q1 (fastest),0
MS0000002800100059,2021,other,448,Q4 (slowest),1
MS0000002800100059,2022,other,201.5,Q3,0
MS0000002800100060,2021,other,0,Q1 (fastest),1
MS0000002800100060,2022,other,102.5,Q3,0
MS0000002800300019,2018,other,0,Q1 (fastest),0
MS0000002800300019,2024,other,0,Q1 (fastest),0
MS0000002800300030,2022,other,0,Q1 (fastest),0
MS0000002800500031,2019,other,215,Q3,0
MS0000002800500031,2023,other,282.33,Q4 (slowest),0
MS0000002801900005,2021,other,0,Q1 (fastest),0
MS0000002801900011,2022,electric,0,Q1 (fastest),0
MS0000002801900018,2019,electric,0,Q1 (fastest),0
MS0000002801900019,2022,electric,0,Q1 (fastest),0
MS0000002802100004,2016,other,0,Q1 (fastest),0
MS0000002802100004,2018,other,209,Q3,0
MS0000002802100004,2024,other,0,Q1 (fastest),0
MS0000002802300011,2024,other,0,Q1 (fastest),0
MS0000002802300063,2021,other,0,Q1 (fastest),0
MS0000002802500040,2019,other,0,Q1 (fastest),0
MS0000002802700063,2016,other,0,Q1 (fastest),0
MS0000002802700079,2017,electric,1,Q1 (fastest),0
MS0000002802900073,2023,other,0,Q1 (fastest),0
MS0000002803100005,2017,other,159.5,Q3,0
MS0000002803100005,2024,other,0,Q1 (fastest),0
MS0000002803100011,2024,other,0,Q1 (fastest),0
MS0000002803300016,2022,other,130.5,Q3,0
MS0000002803300109,2024,other,355,Q4 (slowest),0
MS0000002803300114,2020,other,222,Q3,0
MS0000002803500006,2019,other,0,Q1 (fastest),0
MS0000002803500009,2023,other,94,Q3,0
MS0000002803500050,2019,other,0,Q1 (fastest),0
MS0000002803500092,2018,other,0,Q1 (fastest),0
MS0000002803500106,2017,electric,0,Q1 (fastest),0
MS0000002803500117,2023,other,0,Q1 (fastest),0
MS0000002803700017,2018,other,0,Q1 (fastest),1
MS0000002803700019,2024,other,0,Q1 (fastest),1
MS0000002804100013,2019,other,0,Q1 (fastest),0
MS0000002804100013,2022,other,0,Q1 (fastest),0
MS0000002804300001,2021,other,0,Q1 (fastest),0
MS0000002804300010,2024,other,256,Q4 (slowest),0
MS0000002804300014,2019,other,0,Q1 (fastest),0
MS0000002804300015,2021,other,0,Q1 (fastest),0
MS0000002804500005,2018,other,0,Q1 (fastest),0
MS0000002804500007,2024,other,0,Q1 (fastest),0
MS0000002804500015,2020,other,0,Q1 (fastest),0
MS0000002804500015,2022,other,86.5,Q2,0
MS0000002804500039,2023,other,0,Q1 (fastest),0
MS0000002804500052,2017,other,0,Q1 (fastest),1
MS0000002804500052,2018,other,294.5,Q4 (slowest),0
MS0000002804700007,2018,other,0,Q1 (fastest),0
MS0000002804700048,2021,other,0,Q1 (fastest),0
MS0000002804700115,2021,other,0,Q1 (fastest),1
MS0000002804700115,2022,other,51,Q2,1
MS0000002804700115,2023,other,91,Q2,0
MS0000002804900068,2016,other,0,Q1 (fastest),0
MS0000002804900068,2023,other,0,Q1 (fastest),0
MS0000002804900069,2017,other,0,Q1 (fastest),0
MS0000002804900080,2021,other,134,Q3,0
MS0000002804900205,2019,other,123,Q3,0
MS0000002804900209,2018,other,0,Q1 (fastest),0
MS0000002804900209,2023,other,0,Q1 (fastest),0
MS0000002804900255,2018,other,1,Q1 (fastest),0
MS0000002805500007,2024,other,185.5,Q3,0
MS0000002805700007,2019,other,0,Q1 (fastest),0
MS0000002805700012,2024,other,0,Q1 (fastest),0
MS0000002805900014,2019,other,0,Q1 (fastest),0
MS0000002805900022,2017,other,634,Q4 (slowest),0
MS0000002805900090,2017,electric,0,Q1 (fastest),0
MS0000002805900119,2024,other,0,Q1 (fastest),1
MS0000002805900126,2018,electric,0,Q1 (fastest),0
MS0000002806100017,2023,other,0,Q1 (fastest),0
MS0000002806100023,2024,other,0,Q1 (fastest),0
MS0000002806300018,2019,other,0,Q1 (fastest),0
MS0000002806300018,2021,other,0,Q1 (fastest),0
MS0000002806700010,2024,other,0,Q1 (fastest),1
MS0000002806700028,2018,other,0,Q1 (fastest),1
MS0000002806700028,2019,other,0,Q1 (fastest),1
MS0000002806700028,2023,other,45,Q2,0
MS0000002806700035,2017,electric,38.5,Q2,0
MS0000002806700035,2023,electric,0,Q1 (fastest),0
MS0000002806700064,2024,other,0,Q1 (fastest),0
MS0000002807100003,2017,electric,0,Q1 (fastest),0
MS0000002807100003,2019,electric,0,Q1 (fastest),0
MS0000002807300006,2020,other,0,Q1 (fastest),0
MS0000002807300030,2024,other,0,Q1 (fastest),0
MS0000002807500003,2020,other,0,Q1 (fastest),0
MS0000002807500003,2023,other,0,Q1 (fastest),0
MS0000002807500009,2022,other,0,Q1 (fastest),1
MS0000002807500009,2023,other,0,Q1 (fastest),1
